bill_id,bill_name,title,abstract,subject
ocd-bill/0f6e9269-fce0-47dc-aaf9-e5971405ab90,A 985,"Relates electronic correspondence of determinations on objections to designating petitions, independent nominating petitions, certificates of nomination or ballot access documents","Permits electronic correspondence with regard to determinations on objections to designating petitions, independent nominating petitions, certificates of nomination or ballot access documents upon the consent of the objector.",technology
ocd-bill/ed121a38-06ac-42ac-9e01-6287471bb85a,A 970,Relates to the restrictions on consecutive hours of work for nurses,Provides for oversight of the use of mandatory overtime during an emergency.,employment
ocd-bill/53665169-dfbc-4061-b8df-cfddb9e90294,A 1263,Relates to judicial diversion programs; repealer,Relates to judicial diversion programs; establishes a diversion part in each county; repeals certain provisions of law relating thereto.,security
ocd-bill/1a6166a1-25fb-47ef-b1b1-056d21e39ef0,A 1285,Enacts the digital fair repair act,"Relates to the sale of digital electronic equipment manufactured and first sold or used in New York on or after July 1, 2023; requires original equipment manufacturers to provide diagnostic and repair information; authorizes original equipment manufacturers to establish reasonable training and certification programs for independent repair providers and to offer parts to independent repair providers or owners with other parts where the individual components may pose a heightened safety risk; relates to the effectiveness thereof.",technology
ocd-bill/d0e39e6a-5c49-47e1-a94b-722ebbf19618,A 2865,Relates to certain jury awards in employment discrimination actions,"Provides that the court shall not reduce jury awards as excessive in employment discrimination actions unless the court finds that the proponent has proven by clear and convincing evidence that the verdict compels the conclusion that the jury was influenced by partiality, prejudice, mistake or corruption.",employment
ocd-bill/6474b146-b68f-41be-969a-d38e8a938866,A 988,Repeals provisions relating to prescription digital therapeutics,Repeals provisions relating to prescription digital therapeutics which are software-based disease treatments.,technology
ocd-bill/6fbc19ee-edfc-4f5f-8154-739fabcf08dd,A 5281,Relates to certain authorizations for fiscal intermediaries; repealer,"Directs the commissioner of health to provide authorizations to all fiscal intermediaries that timely submit a request for authorization prior to January 1, 2024; details information required for such authorizations; makes related provisions.",budget
ocd-bill/6c23100b-ad45-40ac-9a8b-beb6e73ae01b,A 613,Requires the commissioner of the office of mental health to provide monthly status reports of the community investments and the impact on inpatient census,Requires the commissioner of the office of mental health to provide monthly status reports of the community investments and the impact on inpatient census to the chair of the senate finance committee and the chair of the assembly ways and means committee and to post such report on the office's website.,health
ocd-bill/5dc3d05f-d1f6-45b8-8bcd-25d29aa15c9e,A 976,Relates to a statewide electronic tracking system for evidence collection kits used to collect and preserve evidence of a sexual assault or other sex offense that are submitted to the custody of law enforcement,Relates to the establishment of the statewide electronic tracking system for evidence collection kits used to collect and preserve evidence of a sexual assault or other sex offense that are submitted to the custody of law enforcement; relates to the effectiveness of such provisions.,technology
ocd-bill/1cf50f28-dfb3-449c-b331-7ba63a290b19,A 981,Relates to showcasing pets for adoption,"Allows reasonable rental fees to be charged by a retail pet shop for showcasing dogs, cats, or rabbits for adoption; adjusts the effectiveness of the prohibition of the sale of dogs, cats and rabbits from pet shops.",environment
ocd-bill/5fb4c120-06bf-44cc-9c58-bf18919006d2,A 971,Authorizes the delivery of liquefied petroleum gas in times of emergency,Requires when delivery is made of liquefied petroleum gas in times of emergency the temporary emergency supplier shall provide written information to the regular supplier; prohibits removing or filling liquefied petroleum gas without consent of the owner.,security
ocd-bill/144c5eb8-65cc-4e17-9b05-bb1e4808ba28,A 989,Relates to minority and women-owned business enterprise fraud and the monies of the minority and women-owned business enterprise fund,Relates to minority and women-owned business enterprise fraud and the monies of the minority and women-owned business enterprise fund; and to the effectiveness of certain provisions related thereto.,taxation
ocd-bill/f4a4644c-ced0-4997-adef-0e241e51370f,A 998,"Requires the release of individuals from utility, phone and television contracts in instances of domestic violence","Clarifies the process for the release of individuals from utility, phone and television contracts in instances of domestic violence; changes the effectiveness of the provisions to June 30, 2023.",security
ocd-bill/2b363257-8940-4655-ac01-9b4154fdb9d0,A 2200,Provides for patient prescription pricing transparency; repealer,"Provides for patient prescription pricing transparency; requires certain insurers or pharmacy benefit managers to furnish required cost, benefit and coverage data upon request of the insured, the insured's health care provider or an authorized third party.",security
ocd-bill/11e8a1be-132a-49e1-9173-f17ff61e9f74,A 4617,Includes Lyme disease and other tick-borne diseases as occupational diseases for purposes of workers' compensation,Includes Lyme disease and other tick-borne diseases as occupational diseases for purposes of workers' compensation; clarifies that disability includes disability caused by Lyme disease or other tick-borne diseases; requires insurance coverage of long term medical care for Lyme disease and other tick borne diseases.,employment
ocd-bill/f3e02c36-b3d4-4390-9c98-a130b4f4b188,A 4213,Relates to the payment for services at addiction treatment centers operated by the office of addiction services and supports,Requires that services at addiction treatment centers operated by the office of addiction services and supports shall not be refused at such centers if a person is unable to pay.,taxation
ocd-bill/ba922310-17e3-414f-a3be-d615f9984779,A 6173,Relates to including outpatient care provided by creative arts therapists in certain insurance policies,Relates to including outpatient care provided by creative arts therapists in certain insurance policies covering care for other mental health services.,security
ocd-bill/7d84a5a8-6950-4e58-ac14-af1417f228de,A 6072,"Authorizes a lottery game for a community grant fund, which fund shall be dedicated to community groups","Authorizes a lottery game for a community grant fund, which fund shall be dedicated to community groups organized pursuant to paragraph three or four of subdivision (c) of section five hundred one of the internal revenue code of nineteen hundred eighty-six, as amended, administering educational, recreational, cultural, senior, veterans or social services programs or providing volunteer ambulance services.",education
ocd-bill/a49a87d7-791b-46d1-9fa6-a8c72a3ed7c0,K 319,"Memorializing Governor Kathy Hochul to proclaim April 2023, as Organ and Tissue Donor Awareness Month in the State of New York",,transportation
ocd-bill/1c08703f-5d58-4739-86f4-6dc2a5260b8f,K 324,"Memorializing Governor Kathy Hochul to proclaim October 7, 2023, as Ostomy Awareness Day in the State of New York",,security
ocd-bill/ad2a91a1-a4b2-4a78-bf35-f852059c058c,A 7100,"Requires fire insurance for any building where bicycles with electric assist are sold, rented, or stored for sale or rental","Requires fire insurance for any building where bicycles with electric assist are repaired, sold, rented, or stored for repair, sale or rental; requires insurance coverage of at least one million dollars and an additional one hundred thousand dollars per tenant if tenants reside in such building.",security
ocd-bill/5520912e-c643-49e2-8b49-f03b719af1b7,K 320,"Memorializing Governor Kathy Hochul to proclaim April 2023, as Mathematics and Statistics Awareness Month in the State of New York",,education
ocd-bill/d302d897-90fd-438e-9546-8377aa043aa9,A 3007,Enacts into law major components of legislation necessary to implement the state health and mental hygiene budget for the 2023-2024 state fiscal year,"Enacts into law major components of legislation necessary to implement the state health and mental hygiene budget for the 2023-2024 state fiscal year; relates to the year to year rate of growth of Department of Health state funds and Medicaid funding, relating to the state Medicaid spending cap and related processes (Part A); extends various provisions of laws relating to the provision of health care services, administration and programs (Part B); extends certain provisions of law relating to the health care reform act; extends provisions relating to the distribution of pool allocations and graduate medical education; extends provisions relating to health care initiative pool distributions; extends payment provisions for general hospitals; extends provisions relating to assessments on covered lives (Part C); extends the voluntary indigent care pool; establishes the definition of rural emergency hospital; expands eligibility for vital access provider assurance program funding; relates to Medicaid payments for the operating component of hospital inpatient services and hospital outpatient services (Part E); extends certain provisions of law relating to malpractice and professional medical conduct (Part F); relates to lowering the income threshold for eligibility to participate in private pay protocols for programs and services administered by the office for the aging (Part G); establishes the 1332 state innovation program; defines 1332 state innovation plan and state innovation plan individual; creates the 1332 state innovation fund; makes related provisions (Part H); extends authority to enroll certain recipients in need of more than 120 days of community based-long term care in a managed long term care plan; extends the moratorium on the processing and approval of applications seeking a certificate of authority as a managed long term care plan; provides for performance standards for managed long term care plans; provides for an additional increase in Medicaid payments made for the operating component of residential health care facilities services in addition to the increase provided by Part I of Chapter 57 of the laws of 2022 (Part I); authorizes Medicaid eligibility for certain services provided to individuals who are in a correctional institution, and for certain services provided to individuals who are in an institution for mental disease (Part K); relates to site of service clinical review for determining whether a non-urgent outpatient medical procedures and surgeries procedure will be covered when rendered by a network participating provider at a hospital-based outpatient clinic (Part L); relates to the review and oversight of material transactions (Part M); expands the Medicaid Buy-In program for people with disabilities (Part N); creates the statewide health care facility transformation program; adds debt retirement, working capital or other non-capital projects to existing health care facility transformation programs (Part P); establishes Medicaid reimbursement for community health workers for high-risk populations; permits licensed mental health counselors and licensed marriage and family therapists in community health centers to be reimbursed (Part Q); relates to expanding Medicaid coverage of preventative health care for nutrition and osteoarthritis services (Part R); modernizes the emergency medical system and workforce; creates an emergency medical services system and agency performance standards; establishes a public campaign to recruit additional personnel into the emergency medical fields; creates a state emergency medical services task force (Part S); relates to lead testing in certain multiple dwellings; establishes a state rental registry and proactive inspections to identify lead hazards for residential dwellings outside of the city of New York with two or more units built prior to nineteen hundred eighty; expands the powers of the secretary of state with respect to the New York state uniform fire prevention and building code (Part T); provides for the protection of electronic health information; sets requirements for communications to individuals about their electronic health information; prohibits law enforcement agencies and officers from purchasing or obtaining electronic health information without a warrant (Part U); relates to authorizing certain advanced home health aides to perform certain advanced tasks (Part W); provides for the registration of temporary health care services agencies; specifies requirements for registration (Part X); relates to affidavits for medical debt actions (Subpart A); requires hospitals participating in the general hospital indigent care pool to use certain forms for the collection of medical debt (Subpart C); relates to guaranty fund coverage for insurers writing health insurance; directs the superintendent of financial services to develop an assessment offset plan to limit the impact of certain assessments (Subpart D) (Part Y); requires hepatitis C screening and third trimester syphilis testing; extends provisions of law relating thereto (Part AA); adds certain fentanyl analogs to the schedules of controlled substances (Part BB); establishes a cost of living adjustment for designated human services programs (Part DD); extends certain provisions relating to services for individuals with developmental disabilities (Part EE); authorizes community behavioral health clinics to provide coordinated, comprehensive behavioral health care, including mental health and addiction services, primary care screening, and case management services (Part HH); provides for insurance coverage for behavioral health services (Subpart A); enhances utilization review standards for mental health services (Subpart B); expands coverage for substance use disorder treatment (Subpart E); provides for network adequacy for mental health and substance use disorder services (Subpart F) (Part II); authorizes the commissioner of mental hygiene to impose civil penalties and revoke certain operating certificates (Part JJ); establishes the independent developmental disability ombudsman program (Part KK); provides that coverage for abortion services shall include coverage of any drug prescribed for the purpose of an abortion, including both generic and brand name drugs, even if such drug has not been approved by the food and drug administration for abortion, provided, however, that such drug shall be a recognized medication for abortion in one of the following established reference compendia: The WHO Model Lists of Essential Medicines; The WHO Abortion Care Guidance; or The National Academies of Science, Engineering, and Medicine Consensus Study Report (Part LL); clarifies the definition of a clinical peer reviewer (Part MM); relates to wage adjustments for home care aides; provides for electronic visit verification for personal care and home health providers (Part NN); establishes the ten member ""Daniel's law task force"" to identify potential operational and financial needs to support a trauma-informed, community-led responses and diversions for anyone in the state experiencing a mental health, alcohol use, or substance use crisis; reviewing and recommending programs and systems operating within the state or nationally that could be deployed as a model crisis and emergency services system; and identifying potential funding sources for expanding mental health, alcohol use and substance use crisis response and diversion services (Part OO); directs the commissioner of mental health to establish a maternal mental health workgroup to study and issue recommendations related to maternal mental health and perinatal and postpartum mood and anxiety disorders (Part PP).",budget
ocd-bill/a8067ad1-1510-4ece-bb6a-df26b6ba13cd,K 321,"Memorializing Governor Kathy Hochul to proclaim April 4, 2023, as School Librarian Day in the State of New York",,education
ocd-bill/962d2816-67a0-4efb-869a-a54d49e3498e,A 295,Relates to adjustment of electric residential fixed charges,"Directs the department of public service to adjust each utility corporation's residential fixed charge upon such corporation's filing with the department of an amendment of rate schedules, to recover only the fixed costs and operation and maintenance expenses directly related to metering, billing, service connections and the provision of customer service.",housing
ocd-bill/b13e6b1d-4ffb-474d-9fd1-e56e1291ba4c,A 222,"Repeals paragraph 9 of subdivision a of section 26-405 of the administrative code of the city of New York, relating to hearings regarding biennial maximum base rent adjustments",Relates to hearings regarding biennial maximum base rent adjustments.,taxation
ocd-bill/8672ec09-84a4-4702-acc9-73cd7a9c9913,A 1234,"Expands the definition of crops, livestock and livestock products to include cannabis","Expands the definition of crops, livestock and livestock products to include cannabis.",agriculture
ocd-bill/4d92c3ba-3c64-406c-980b-9455009aac2c,A 1687,Relates to prohibiting the exclusion of coverage for losses or damages caused by exposure to lead-based paint,Relates to prohibiting the exclusion of coverage for losses or damages caused by exposure to lead-based paint; provides that no insurer licensed or permitted by the superintendent to provide liability coverage to rental property owners shall exclude coverage for losses or damages caused by exposure to lead-based paint.,security
ocd-bill/634bb3a3-02ad-419e-8142-288e2a4bea52,A 1542,Requires notification of impending expiration of vehicle inspection,Establishes that the department of motor vehicles shall notify individuals via postal mail that their vehicle inspection is subject to expiration thirty days before such expiration; provides for a five day grace period after the expiration of the vehicle inspection certificate wherein operators of such vehicle shall not be fined.,transportation
ocd-bill/d3b57d19-4636-4b7e-a465-1a8b1d8c11c4,A 1731,"Restricts insurers from demanding intrusive personal, financial and tax information from insureds as a standard practice in ordinary theft claims","Restricts insurers from demanding intrusive personal, financial and tax information from insureds as a standard practice in processing ordinary theft claims where no special circumstances warranting a demand for such information exists.",security
ocd-bill/642369ba-152b-47b7-be2b-6658976afb70,A 3156,Relates to requiring the use of project labor agreements for large scale construction projects under the state university construction fund,Relates to requiring the use of project labor agreements for large scale construction projects under the state university construction fund; provides exceptions to such requirement; provides that the fund may require every contractor become party to a project labor agreement.,employment
ocd-bill/d37aff64-a081-4f21-a6e9-ee51a44226f8,A 5252,Increases the sale price threshold for food and drink sold in vending machines for purposes of being exempt from certain taxation,Increases the sale price threshold for food and drink sold in vending machines to be exempt from certain taxation.,taxation
ocd-bill/f607f6a3-71d2-42cc-8588-28af61b05102,A 4507,Establishes a matching grant program for certain small businesses receiving funding under the federal small business innovation research program or the small business technology transfer program,Establishes a matching grant program for small businesses receiving phase one or phase two funding under the federal small business innovation research program or the small business technology transfer program to promote commercialization and cover certain expenses.,technology
ocd-bill/87ece0c4-c015-431a-9a3d-48238839d449,A 5368,Relates to action arising out of consumer debt,Relates to action arising out of consumer debt; defines consumer debt and replaces consumer credit transaction with such term.,security
ocd-bill/32ac75f6-9b8f-4d14-9b36-1dd257725983,A 5274,Relates to the residential parking system in the village of Cold Spring in the county of Putnam,Adds streets and areas to the residential parking system in the village of Cold Spring in the county of Putnam.,transportation
ocd-bill/23e456dc-acd9-4f18-a35e-2798bc14c697,A 3703,Relates to the closure of nursing homes,Relates to the closure of nursing homes.,housing
ocd-bill/2ad169d5-e283-4dfe-84cc-d438e44ebe6a,A 131,Relates to available transportation for correction facility visitation,"Relates to available transportation for correction facility visitation; provides for at a minimum, bi-monthly free transportation from the city of New York, Rochester, Syracuse, Buffalo and Albany.",transportation
ocd-bill/f68fea11-c579-4516-988d-527b6e2877f5,A 4584,Relates to requiring services provided by telehealth be reimbursed at the same rate as an in-office visit,Requires services provided by telehealth be reimbursed at the same rate as an in-office visit.,health
ocd-bill/15dd9ef4-57dc-4333-9d2e-642f13e6febc,A 124,Prohibits municipal officers or employees from displaying political advertisements on or within public buildings and various other locations,Prohibits municipal officers or employees from displaying political advertisements on or within public buildings and various other locations.,security
ocd-bill/0eabda47-09ce-4247-b93f-a6eb23a227c2,A 4128,Relates to extending the authorization for Ontario county to impose additional rates of sales and compensating use taxes,Extends the authorization for Ontario county to impose additional rates of sales and compensating use taxes until 2025.,taxation
ocd-bill/7256bffb-9e27-4db1-b330-ef800222583b,A 4674,Relates to the extension of the taxable status day in certain assessing units,"Provides that the governing body of an assessing unit with a population greater than 97,000 and less than 100,000 is authorized to enact a local law or resolution, authorizing the assessor of such assessing unit to extend the taxable status date applicable to such assessing unit by no more than 90 days.",taxation
ocd-bill/5c1b5aeb-3cf2-414e-99ee-0be4e7758022,A 243,Requires hate crime awareness curriculum or instruction for school districts,Requires hate crime awareness curriculum or instruction for school districts.,education
ocd-bill/00d75122-aa98-420d-b70b-e4700f786722,A 5518,Extends provisions related to the New York State Rehabilitation Association,"Extends provisions related to the New York State Rehabilitation Association from December 31, 2023 to December 31, 2028.",security
ocd-bill/a7b0adf6-d084-4ed3-a299-82e7a588dd50,K 586,Commemorating the 15th anniversary of Comunilife's Life is Precious program,,health
ocd-bill/a77ab392-94e0-4732-a326-90d501cf6585,A 5261,"Designates a portion of the state highway system as the ""Sergeant Elijah A. Briggs Memorial Highway""","Designates a portion of the state highway system in the town of Fishkill, Dutchess county as the ""Sergeant Elijah A. Briggs Memorial Highway"".",transportation
ocd-bill/e34f14a4-4bf8-442a-b8f3-1f5fbfbd8e2c,A 5684,Relates to state construction and commodity contracts,Relates to amending state construction and commodity contracts to provide equitable relief to contractors who have sustained unanticipated expenses by reason of construction materials price escalations.,employment
ocd-bill/15a58872-87a0-401c-a5a5-64da2eceb84c,A 28,"Requires restaurants that offer online delivery services to post the web address to view recent sanitary inspection grades, on their website","Requires restaurants that offer online delivery services to post the web address to view recent sanitary inspection grades, on their website.",health
ocd-bill/e7c50143-a6ab-41cd-92fc-ce4beb6cf5c2,A 216,Relates to requiring advertisements to disclose the use of synthetic media,"Requires advertisements to disclose the use of synthetic media; imposes a $1,000 civil penalty for a first violation and a $5,000 penalty for any subsequent violation.",technology
ocd-bill/64dc56c2-195c-46ec-8c8f-616d181f4c4d,A 133,Establishes a dyslexia and dysgraphia task force and implementing the findings of such task force,Establishes a dyslexia and dysgraphia task force; implements the findings of such task force.,education
ocd-bill/c016d266-0ed7-4aad-8977-b070a0216b60,A 5704,Requires manufactured home park owners to provide a written justification for rent increases in excess of three percent of the current rent,Requires manufactured home park owners to provide a written justification for rent increases in excess of three percent of the current rent; provides that increases in costs to justify such rent increase for ordinary maintenance or repair to meet the warranty of habitability obligations must be shown to be necessary.,housing
ocd-bill/ca506c8a-0f78-44f9-8ea6-f26e8365016f,A 1101,Establishes the teachers' fossil fuel divestment act,"Establishes the teachers' fossil fuel divestment act; requires the New York state teachers' retirement system to divest the retirement system of any stocks, securities, equities, assets, or other obligations of corporations or companies included on an exclusion list of coal producers and oil and gas producers.",education
ocd-bill/d7fa6ccc-fd58-48e0-a36c-7c4c34e45022,A 228,Requires newly certified teachers to be trained in the use of an epinephrine auto-injector,Requires newly certified teachers to be trained in the use of an epinephrine auto-injector; requires such teachers to be certified within 3 months of date of hire.,technology
ocd-bill/f0092a93-ab42-47df-a0cf-49390fe12134,A 272,Provides counsel appointed in the supreme court or surrogate's court for certain family matters shall be compensated in the same manner as certain law guardians,Provides counsel appointed in the supreme court or surrogate's court for certain family matters shall be compensated in the same manner as law guardians in the family court of this state.,security
ocd-bill/a0b356bd-95b5-45a9-a118-a5077b52fa78,A 345,Requires certain notices be posted and provided regarding long term care insurance policy changes,Requires the superintendent of financial services to make public any rate filing or application submitted by long term care insurance carriers; requires certain notices be provided to policyholders and certificate holders regarding premium rate increases.,health
ocd-bill/8fca131f-3ded-40a0-b419-2b3e721bb732,A 779,Relates to the use of consumer credit history for certain purposes,"Prohibits the use of consumer credit history in hiring, employment and licensing determinations.",security
ocd-bill/120a1c67-aab8-44b1-861a-1061c775735a,K 243,Honoring Firefighter Robert Sykes upon the occasion of his designation for special recognition after 50 years of dedicated service to the North Bailey Fire Company,,employment
ocd-bill/cd5c248a-a9bf-410c-aead-a6f399e585fe,K 251,"Memorializing Governor Kathy Hochul to proclaim April 9, 2023, as Yellow Ribbon Day in the State of New York",,transportation
ocd-bill/2581a931-05bf-4d91-b9c3-fe3c3a8c26c1,A 5983,Provides for appointments to the office of associate judge of the court of appeals,"Provides for appointments to the office of associate judge of the court of appeals where the vacancy is caused by governor's appointment, upon advice and consent of the senate, for chief judge of the court of appeals.",employment
ocd-bill/5ecc4c4e-4d1f-4fc0-abb2-709d1f66880a,K 250,"Memorializing Governor Kathy Hochul to proclaim March 29, 2023, as Vietnam Veterans Day in the State of New York, in conjunction with the observance of National Vietnam Veterans Day",,transportation
ocd-bill/39379303-4f69-4755-973a-1455af48b7b1,A 1194,Prohibits the retention of any amount of payment due and owing for materials delivered and accepted for a public or private construction project,Prohibits the retention of any amount of payment due and owing for materials delivered and accepted for a public or private construction project.,transportation
ocd-bill/4ad5d5ff-069c-4895-bbbf-fe579a3cf8ed,K 247,Honoring Mayor Bob Blais upon the occasion of his retirement after 52 years of distinguished service to the Village of Lake George,,employment
ocd-bill/252c6402-ce90-4804-880c-25380f1f3c40,A 1075,Establishes a program to address the legalization of specified basements and cellars and the conversion of other specified basements and cellars in a city with a population of one million or more,Establishes a program to address the legalization of specified basements and cellars and the conversion of other specified basements and cellars in a city with a population of one million or more.,security
ocd-bill/22321845-11f4-4e1a-918b-feccea3a86bd,K 246,Honoring Dr. William Borgos upon the occasion of his designation as recipient of the 2023 Community Health Care Association of New York State Dr. Jack Geiger Award,,health
ocd-bill/62fec803-bab8-4f15-9e0f-3a3fb4e6f9a9,K 249,"Memorializing Governor Kathy Hochul to proclaim March 2023, as Athletic Training Month in the State of New York",,employment
ocd-bill/0f01347a-4819-419e-b0bc-bd9c3a3c212c,K 245,Honoring the members of the Buffalo Bills Training and Medical Staff for their immediate and heroic actions in saving the life of Buffalo Bills safety Damar Hamlin,,security
ocd-bill/25b213b4-bed7-49b0-a61f-b00e3812f8cd,A 5986,Requires the department of agriculture and markets to maintain a publicly available database of the results of its graded inspections on its website,Requires the department of agriculture and markets to maintain a publicly available database of the results of its graded inspections on its website; requires the department to provide information as to where a customer may file a consumer report; requires the department to facilitate and coordinate the planning and implementation of an awareness and educational program to inform the general public on the standards retail food stores shall meet and how consumers may report retail food stores with poor sanitary conditions.,agriculture
ocd-bill/55e9e7d0-1093-4652-a282-68a2dac6274c,A 5988,Establishes the incontinence supplies insurance program for Medicaid beneficiaries,Establishes the incontinence supplies insurance program for Medicaid beneficiaries who are also residents of the state of New York and obtain a note from a physician indicating a need for an item.,security
ocd-bill/035e262c-bd18-4d0b-bbe1-dc0311a0266e,A 5984,Relates to the dispensal of controlled substances by ER practitioners,Increases the supply of controlled substances a practitioner in a hospital without a full-time pharmacy may dispense to a patient in a hospital emergency room for use off the premises from a 24 hour supply to a 72 hour supply.,health
ocd-bill/b0554292-1db5-465e-ba10-3bc003abc5cc,K 252,Congratulating Anne Constantino upon the occasion of her retirement after 37 years of distinguished service to Horizon Corporations,,employment
ocd-bill/955da6db-6e96-4a8c-865f-6506551ceff1,A 1309,Establishes a right of action for claims arising out of coerced debts,"Prohibits creditors from enforcing a consumer debt incurred as a result of fraud, duress, intimidation, threat, force, identity theft, exploitation of the debtor's personal information or similar economic abuse perpetrated against a debtor; establishes a right of action by the debtor for relief against creditors for violations; makes related provisions.",security
ocd-bill/e97b077c-2b74-4d32-8636-092dfd01e409,A 1493,Establishes the New York state office of civil representation to provide access to legal services in eviction proceedings,Establishes the civil right to counsel in eviction proceedings in New York state; creates the New York state office of civil representation; requires that covered individuals be given notice of such right to counsel.,security
ocd-bill/bd62e3dd-b673-4061-aa11-f1d93e1bb8dd,A 6921,Provides for the conversion of condominium ownership for the preservation of expiring affordable housing in the city of New York,Relates to the conversion to condominium ownership for the preservation of expiring affordable housing in the city of New York; provides expanded homeownership opportunities from the conversion of certain residential rental buildings to condominium status by property owners that commit to preserve the inventory of expiring affordable housing in the city of New York.,housing
ocd-bill/5482c53c-610c-43ca-92bd-3cba0c588018,A 8168,Provides Medicaid coverage for remote ultrasound scans and remote fetal non-stress tests,Provides Medicaid coverage for remote ultrasound scans and remote fetal non-stress tests.,health
ocd-bill/c223930a-0d00-4370-8d8f-85f17a026499,A 1672,Authorizes school district property to be used for not-for-profit dental clinics providing care to families in the district,Authorizes school district property to be used for not-for-profit dental clinics providing care to families in the district upon the approval of the trustees or board of education of a school district.,education
ocd-bill/c6e27e34-655a-49f3-8d3c-fd9144d7e2b9,A 1979,Relates to establishing a program for financial transitional living services for foster children,Relates to establishing a program for financial transitional living services for foster children; establishes independent development savings accounts for foster children over the age of 16; requires foster children to attend financial literacy and independent living classes.,housing
ocd-bill/a17959f0-8cd7-4ee9-b55d-4377d777fdca,A 1913,"Enacts the ""Fairly Applying Individual Requirements for Vaccine Mandates (FAIR Vaccine Mandates) Act""","Authorizes local governments, by local law, rule or executive order, to require performers, athletes, employees, attendees, and/or any other person or category of persons be vaccinated against COVID-19 to enter a place of entertainment.",health
ocd-bill/ff0b3287-eb8d-4d0a-af4f-c0a4b9b49e4c,A 2197,Requires comparison of prices charged by energy services companies,"Requires that a billing statement delivered to the customer by an energy services company include a side-by-side comparison showing both the price charged by the energy service company for commodity and delivery service during the prior billing period, and the price the customer would have paid had they taken commodity and delivery service from their local utility corporation or municipality; requires an energy service company to provide each of its customers with an annual statement comparing the price charged by the energy service company for commodity and delivery services and other energy-related value-added products over the prior twelve-month period with the price such customer would have paid had they taken commodity and delivery service from their local utility corporation or municipality.",security
ocd-bill/df957102-7214-4e30-9337-e28ef5c02b69,A 2149,Prohibits a service charge or minimum balance requirement for attorney trust accounts,Prohibits a bank or trust company from charging a service charge or requiring a minimum balance for attorney trust or IOLA accounts that are non-interest bearing in nature; defines attorney trust account.,security
ocd-bill/20c544f5-c874-4c9c-9ef6-0e2799312034,A 2899,Relates to convictions under the felony murder rule; repealer,Amends elements of the felony murder rule to require that defendant directly causes death or be an accomplice with the intent to cause death; permits vacating conviction or resentencing of defendants convicted of felony murder; amends maximum sentence; permits the defense of duress for victims of domestic violence; requires reporting of certain crime statistics and information.,employment
ocd-bill/9cde0ceb-693a-4533-b750-64f4a9b531d4,A 2504,Requires credit reporting agencies to furnish proof of identity theft to creditors upon debtor's request,Requires credit reporting agencies to furnish proof of identity theft to creditors upon debtor's request.,security
ocd-bill/fd360096-7be5-4a71-b2fe-4f438452783a,A 3076,Requires nursing certificate and degree education programs to include clinical education and allows for a portion of such clinical education to be completed through simulation experience,Requires nursing certificate and degree education programs to include clinical education; allows for one-third of such clinical education to be completed through simulation experience.,education
ocd-bill/2063cef7-099f-44af-bb16-8f727ae4e81b,A 3412,Relates to the abolition of slavery for persons convicted of crimes,"Provides that no incarcerated individual in any state or local prison, penitentiary, jail or reformatory shall be compelled or induced to provide labor against his or her will.",employment
ocd-bill/212dd33b-00c8-46ef-9c9e-1185d8cc10ec,A 3503,Relates to customers with documented need for essential electricity for medical needs,Provides that each electric corporation shall establish a unique priority phone number that shall remain in operation every day of the year for customers who have documented their need for essential electricity for medical needs; makes related provisions.,health
ocd-bill/a8139ca0-25cd-4491-97c8-df7698977365,A 4424,Relates to food and food product advertising,Relates to false or misleading advertisements of food and food products; provides factors to determine whether an advertisement is false or misleading; provides for enforcement and a private right of action.,health
ocd-bill/79684cdc-4fab-47d0-8ffa-5898d0fe03be,A 4212,Designates a portion of the state highway system as the Trooper James R. Gohery Memorial Bridge,"Designates a portion of the state highway system in Nassau county as the ""Trooper James R. Gohery Memorial Bridge"".",transportation
ocd-bill/c1469c81-18df-44a9-a7d5-6597748e292c,A 4562,Provides for loan forgiveness for mental health nurses,"Provides for loan forgiveness for mental health nurses that make a commitment to practice in a ""rural"" tract or county.",health
ocd-bill/b229b5fd-48b0-455d-a1eb-00ff6a96a2db,A 4815,Establishes the universal child care act; repealer; appropriation,Establishes the universal child care act to provide for the establishment and funding of universal child care in the state of New York; relates to the effectiveness of the child care availability taskforce; makes an appropriation therefor.,education
ocd-bill/b21281a9-ed8e-44e2-ab35-29e8654dc234,A 4821,Establishes an unemployment bridge program; establishes digital ad tax act; appropriation,"Establishes an unemployment bridge program and an unemployment bridge program fund to provide wage replacement to workers that do not qualify for unemployment insurance or other worker wage assistance programs and who have lost a major source of income due to lost work (Part A); establishes the ""Digital Ad Tax Act (DATA)"" creating a tax on digital advertising services (Part B).",taxation
ocd-bill/871ab4c0-2a3f-42ec-bde9-2bcdc754ee4a,A 4793,Relates to designating a portion of the state highway system as the Doc Schelin Memorial Highway,"Relates to designating a portion of the state highway system as the ""Doc Schelin Memorial Highway"".",transportation
ocd-bill/19f5e670-988c-47eb-949c-4c433b351da3,A 5693,Relates to rent registration statements filed by a limited liability company,Requires that any limited liability company who files a rent registration statement shall include a list of all members of such limited liability company and each member's ownership interest.,security
ocd-bill/0ef602cc-9644-4b3e-bd52-ffadfe1c7066,A 5199,Relates to an excise tax on the sale of ammunition,Imposes an excise tax on the sale of ammunition to be deposited into the firearm violence intervention fund to help victims of and witnesses to violence.,taxation
